SAMPLE_NO,STATION_NO,STN_NO_NM_LOC,Station Type,SAMPLE_DATETIME,SAMPLE_DATETIME,M_LATITUDE,LONGITUDE,M_LONGITUDE,Secchi Flag,secchi.m,Chloro Flag,chla.ug.L,TP Flag,TP.mg.L,Ammonia flag,Ammonia (NH3-N) mg/L,NO2NO3 flag,Nitrate+Nitrite (NO3+NO2 -N) mg/L,Nitrate flag,Nitrate (NO3 -N) mg/L,Nitrite flag,Nitrite (NO2 -N) mg/L,TKN flag,Total Kjeldahl Nitrogen (TKN)  mg/L,TN.mg.L,TP(mg/L),TN:TP,MC,1.0 m Water Temp DegC,Perimeter (km),Surface area (km2),Volume (million m3),Maximum depth (m),Mean depth (m),Drainage basin area (km2),mean annual inflow (million m3),< or > ,Water residence time (yrs),Watershed vs lake surface area ratio,Natural region,Sub-region,Physiographic Regions
05SWE08345               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2005,06-Jul-05 10:30,54.523890,-110.495560,110.495560,,4.5,,6,,0.022,,0.012,,0.011,,,L,0.001,,0.97,0.981,,,0.29,20.67,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08617               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2005,29-Jul-05 07:45,54.523890,-110.495560,110.495560,,3.5,,5.1,,0.022,,0.011,L,0.005,,,L,0.001,,0.94,0.945,,,0.10,18.62,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09018               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2005,21-Aug-05 08:00,54.523890,-110.495560,110.495560,,3.2,,5.9,,0.025,,0.008,L,0.005,,,L,0.001,,0.96,0.965,,,0.09,16.31,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09275               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2005,18-Sep-05 09:30,54.523890,-110.495560,110.495560,,3.3,,8.3,,0.023,,0.009,,0.009,,,,0.002,,0.98,0.989,,,0.14,14.01,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08270               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2006,15-Jul-06 09:00,54.523890,-110.495560,110.495560,,3.25,,3.7,,0.023,,0.013,,0.016,,,,,,0.97,0.986,,,0.14,20.31,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08471               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2006,31-Jul-06 10:06,54.523890,-110.495560,110.495560,,3,,3.17,,0.023,,0.012,L,0.005,,,,,,1.02,1.025,,,0.13,21.00,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08698               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2006,21-Aug-06 10:42,54.523890,-110.495560,110.495560,,3.25,,3.79,,0.022,,0.013,L,0.005,,,,,,0.97,0.975,,,0.09,19.78,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE08940               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2007,10-Jul-07 14:45,54.523890,-110.495560,110.495560,,4.5,,2.36,,0.019,,0.013,,,,,,,,0.87,,,,0.28,20.61,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09139               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2007,03-Aug-07 14:45,54.523890,-110.495560,110.495560,,3.25,,2.72,,0.02,,0.01,L,0.005,,,,,,0.85,0.855,,,0.07,,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09323               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2007,29-Aug-07 17:00,54.523890,-110.495560,110.495560,,3.25,,5.02,,0.023,,0.011,,,,,,,,0.9,,,,0.10,16.63,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09800               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2007,20-Sep-07 16:30,54.523890,-110.495560,110.495560,,2.25,,4.66,,0.027,,0.013,L,0.005,,,,,,0.8,0.805,,,0.13,14.12,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE08896               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2008,03-Jul-08 13:45,54.523890,-110.495560,110.495560,,5,,2.06,,0.027,,0.012,L,0.005,,,,,,0.94,0.945,,,0.1,21.7,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09192               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2008,25-Jul-08 13:15,54.523890,-110.495560,110.495560,,4.5,,2.18,,0.018,,0.011,L,0.005,,,,,,0.84,0.845,,,0.09,,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE11113               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2008,09-Aug-08 14:00,54.523890,-110.495560,110.495560,,3.5,,2.3,,0.021,,0.01,L,0.005,,,,,,0.96,0.965,,,0.11,19.85,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE11421               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2008,06-Sep-08 10:00,54.523890,-110.495560,110.495560,,3,,3.24,,0.024,,0.006,L,0.005,,,,,,0.99,0.995,,,0.09,16.28,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09079               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2009,15-Jun-09 08:30,54.523890,-110.495560,110.495560,,3,,1.53,,0.011,,0.011,L,0.005,,,,,,0.34,0.345,,,0.11,18.2,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09241               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2009,10-Jul-09 08:15,54.523890,-110.495560,110.495560,,4.75,,2.94,,0.021,,0.006,,0.013,,,,,,0.86,0.873,,,0.12,16.8,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09446               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2009,04-Aug-09 06:00,54.523890,-110.495560,110.495560,,4.25,,2.44,,0.019,,0.021,L,0.005,,,,,,0.9,0.905,,,0.15,19.39,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09622               ,AB06AC0550,MOORE (CRANE) LAKE - COMPOSITE (AB06AC0550),Lake,2009,18-Aug-09 06:00,54.523890,-110.495560,110.495560,,3.25,,2.2,,0.026,,0.022,L,0.005,,,,,,0.88,0.885,,,0.13,19.26,19.40,9.28,77.4,26,8.3,37.10,1.86,>,100,4.00,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08198               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2005,20-Jun-05 09:37,54.250000,-110.916670,110.916670,,2.9,,10.9,,0.045,,0.011,L,0.005,,,L,0.001,,1.44,1.445,,,0.29,16.39,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE08395               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2005,09-Jul-05 08:30,54.250000,-110.916670,110.916670,,2.9,,20.2,,0.049,,0.021,L,0.005,,,L,0.001,,1.65,1.655,,,0.65,20.25,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE08791               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2005,04-Aug-05 12:30,54.250000,-110.916670,110.916670,,1.5,,40.7,,0.053,,0.017,L,0.005,,,L,0.001,,1.62,1.625,,,0.50,19.62,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE09204               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2005,03-Sep-05 09:15,54.250000,-110.916670,110.916670,,1.3,,37.4,,0.055,,0.013,L,0.005,,,L,0.001,,1.68,1.685,,,0.23,16.86,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE08229               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2006,10-Jul-06 11:09,54.250000,-110.916670,110.916670,,1.25,,39.6,,0.055,,0.02,L,0.005,,,,,,1.87,1.875,,,0.07,21.24,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE08527               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2006,03-Aug-06 10:19,54.250000,-110.916670,110.916670,,0.75,,44.5,,0.065,,0.029,L,0.005,,,,,,2.05,2.055,,,0.07,20.52,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE08657               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2006,18-Aug-06 10:41,54.250000,-110.916670,110.916670,,1,,42.5,,0.065,,0.02,L,0.005,,,,,,1.87,1.875,,,0.08,21.10,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE08806               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2006,05-Sep-06 09:53,54.250000,-110.916670,110.916670,,1.25,,38.4,,0.065,,0.023,L,0.005,,,,,,1.79,1.795,,,0.07,18.19,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09165               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2009,30-Jun-09 12:50,54.250000,-110.916670,110.916670,,6.25,,3.94,,0.041,,0.061,,0.007,,,,,,1.39,1.397,,,0.17,17.98,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09345               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2009,21-Jul-09 10:45,54.250000,-110.916670,110.916670,,2.75,,14.7,,0.035,,0.052,,0.014,,,,,,1.51,1.524,,,0.48,18.85,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09508               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2009,06-Aug-09 11:00,54.250000,-110.916670,110.916670,,2,,16.6,,0.039,,0.03,L,0.005,,,,,,1.66,1.665,,,1.09,19.89,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09740               ,AB06AC0350,MOOSE LAKE - COMPOSITE (AB06AC0350),Lake,2009,31-Aug-09 11:00,54.250000,-110.916670,110.916670,,1.25,,27.6,,0.056,,0.029,,0.009,,,,,,1.79,1.799,,,0.63,19.54,86.62,40.80,230,19.8,5.6,755.00,37.7,,7.5,18.50,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE08649               ,AB06AC0290,MURIEL LAKE - WHOLE LAKE COMPOSITE (AB06AC0290),Lake,2006,14-Aug-06 11:47,54.066670,-110.725000,110.725000,,1,,13.5,,0.061,,0.025,L,0.005,,,,,,2.82,2.825,,,0.18,18.70,62.16,64.10,424,10.7,6.6,384.00,14.4,>,100,5.99,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09322               ,AB06AC0290,MURIEL LAKE - WHOLE LAKE COMPOSITE (AB06AC0290),Lake,2009,16-Jul-09 11:15,54.066670,-110.725000,110.725000,,1.25,,7.49,,0.058,,0.013,,0.049,,,,,,3.01,3.059,,,0.18,17.55,62.16,64.10,424,10.7,6.6,384.00,14.4,>,100,5.99,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09543               ,AB06AC0290,MURIEL LAKE - WHOLE LAKE COMPOSITE (AB06AC0290),Lake,2009,13-Aug-09 13:00,54.066670,-110.725000,110.725000,,1.5,,7.78,,0.058,,0.03,L,0.005,,,,,,3.48,3.485,,,0.22,19.96,62.16,64.10,424,10.7,6.6,384.00,14.4,>,100,5.99,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09698               ,AB06AC0290,MURIEL LAKE - WHOLE LAKE COMPOSITE (AB06AC0290),Lake,2009,27-Aug-09 14:00,54.066670,-110.725000,110.725000,,0.5,,13.5,,0.077,,0.035,,0.018,,,,,,3.74,3.758,,,0.25,,62.16,64.10,424,10.7,6.6,384.00,14.4,>,100,5.99,Boreal,Central Mixedwood,Eastern Alberta Plains
04SWE00605               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2004,04-May-04 10:55,53.883330,-114.200000,114.200000,,1.3,,27.8,,0.0877,,0.02,L,0.005,,,,0.003,,1.78,1.785,,,0.29,10.47,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
04SWE01266               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2004,06-Jul-04 10:00,53.883330,-114.200000,114.200000,,0.6,,58.5,,0.1006,,0.063,L,0.005,,,,0.002,,2.14,2.145,,,1.62,19.31,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
04SWE01743               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2004,29-Jul-04 10:30,53.883330,-114.200000,114.200000,,0.5,,141.6,,0.1731,,0.065,,0.016,,,,0.005,,3.09,3.106,0.1731,17.94338533,9.77,19.52,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
04SWE01977               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2004,16-Aug-04 11:00,53.883330,-114.200000,114.200000,,0.6,,88.7,,0.1099,,0.03,,0.01,,,L,0.001,,2.5,2.51,,,1.83,21.48,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
04SWE02349               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2004,14-Sep-04 10:15,53.883330,-114.200000,114.200000,,0.6,,79.3,,0.1288,,0.101,,0.006,,,,0.001,,2.83,2.836,0.1288,22.01863354,24.10,11.75,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
04SWE02720               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2004,14-Oct-04 11:00,53.883330,-114.200000,114.200000,,1.5,,50.3,,0.1119,,0.52,,0.021,,,,0.003,,2.79,2.811,0.1119,25.12064343,5.05,9.50,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE00709               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,10-May-06 12:00,53.883330,-114.200000,114.200000,,0.5,,157.33,,0.103,,0.02,,0.046,,,,0.008,,2.5,2.546,,,0.07,10.48,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE01003               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,07-Jun-06 12:00,53.883330,-114.200000,114.200000,,1.6,,15.75,,0.115,,0.39,L,0.005,,,,0.003,,2.29,2.295,,,0.07,18.50,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE01253               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,05-Jul-06 10:45,53.883330,-114.200000,114.200000,,0.6,,23.6,,0.098,,0.028,,0.013,,,,0.002,,2.24,2.253,,,0.07,25.51,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE01528               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,25-Jul-06 11:15,53.883330,-114.200000,114.200000,,0.8,,24.4,,0.105,,0.041,L,0.005,,,L,0.001,,2.29,2.295,,,0.14,24.74,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE01842               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,17-Aug-06 12:30,53.883330,-114.200000,114.200000,,0.6,,47.7,,0.129,,0.025,L,0.005,,,,0.002,,2.44,2.445,,,0.23,19.64,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE02351               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,20-Sep-06 11:15,53.883330,-114.200000,114.200000,,0.3,,107,,0.121,,0.019,L,0.005,,,L,0.001,,3.18,3.185,,,0.25,11.91,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
06SWE02641               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2006,18-Oct-06 11:30,53.883330,-114.200000,114.200000,,0.72,,36.2,,0.1,,0.24,L,0.005,,,,0.002,,2.54,2.545,,,0.07,6.48,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE00767               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,26-May-08 12:45,53.883330,-114.200000,114.200000,,2.45,,6.73,,0.044,,0.024,L,0.005,,,,0.002,,1.51,1.515,,,0.16,14.45,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE01234               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,24-Jun-08 11:30,53.883330,-114.200000,114.200000,,1.5,,22,,0.047,,0.037,L,0.005,,,,0.002,,1.66,1.665,,,0.08,21.39,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE01497               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,14-Jul-08 10:00,53.883330,-114.200000,114.200000,,1,,70.3,,0.103,,0.021,,0.02,,,,0.003,,2.39,2.41,,,0.51,19.55,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE01838               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,07-Aug-08 11:00,53.883330,-114.200000,114.200000,,0.5,,98.3,,0.134,,0.026,,0.006,,,,0.002,,3.12,3.126,,,0.15,21.73,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE02274               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,26-Aug-08 10:30,53.883330,-114.200000,114.200000,,1.1,,39.3,,0.116,,0.39,,0.011,,,,0.004,,2.61,2.621,,,2.46,19.05,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE02576               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,16-Sep-08 10:30,53.883330,-114.200000,114.200000,,1.1,,42.5,,0.07,,0.018,,0.005,,,L,0.001,,2.21,2.215,,,0.24,15.09,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE03722               ,AB07BB0300,NAKAMUN LAKE - COMPOSITE (AB07BB0300),Lake,2008,22-Oct-08 10:30,53.883330,-114.200000,114.200000,,3.3,,4.94,,0.041,,0.119,,0.043,,,,0.001,,1.85,1.893,,,0.12,5.26,13.36,3.54,15.8,8,4.5,44.90,1.32,,21,12.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE01178               ,AB05EB5190,OSTER LAKE - COMPOSITE (AB05EB5190),Lake,2008,24-Jun-08 11:30,53.626640,-112.912250,112.912250,,1.77,,11.3,,0.083,,0.082,L,0.005,,,,0.002,,3.21,3.215,0.083,38.73493976,6.46,20.73,7.08,0.87,2.54,8.43,2.95,,,,,,Grassland,Mixedgrass,Western Alberta Plains
08SWE01607               ,AB05EB5190,OSTER LAKE - COMPOSITE (AB05EB5190),Lake,2008,21-Jul-08 12:00,53.626640,-112.912250,112.912250,,0.8,,41.7,,0.138,,0.24,,0.019,,,,0.004,,4.64,4.659,0.138,33.76086957,8.31,22.89,7.08,0.87,2.54,8.43,2.95,,,,,,Grassland,Mixedgrass,Western Alberta Plains
08SWE01925               ,AB05EB5190,OSTER LAKE - COMPOSITE (AB05EB5190),Lake,2008,12-Aug-08 10:30,53.626640,-112.912250,112.912250,,0.5,,86.2,,0.265,,0.074,L,0.005,,,,0.003,,5.77,5.775,0.265,21.79245283,14.95,19.13,7.08,0.87,2.54,8.43,2.95,,,,,,Grassland,Mixedgrass,Western Alberta Plains
08SWE02479               ,AB05EB5190,OSTER LAKE - COMPOSITE (AB05EB5190),Lake,2008,10-Sep-08 10:15,53.626640,-112.912250,112.912250,,0.35,,97.9,,0.335,,0.074,L,0.005,,,,0.002,,6.78,6.785,,,0.07,14.23,7.08,0.87,2.54,8.43,2.95,,,,,,Grassland,Mixedgrass,Western Alberta Plains
08SWE03616               ,AB05EB5190,OSTER LAKE - COMPOSITE (AB05EB5190),Lake,2008,09-Oct-08 12:45,53.626640,-112.912250,112.912250,,0.3,,128,,0.298,,0.3,,0.047,,,,0.008,,6.99,7.037,,,0.13,6.3,7.08,0.87,2.54,8.43,2.95,,,,,,Grassland,Mixedgrass,Western Alberta Plains
06SWE01451               ,AB05FA0480,PIGEON LAKE - COMPOSITE (AB05FA0480),Lake,2006,20-Jul-06 12:00,53.000000,-114.016670,114.016670,,0.9,,35.4,,0.058,,0.135,L,0.006,,,,,,1.06,1.066,,,0.63,21.14,46.24,96.70,603,9.1,6.2,187.00,17,>,100,1.93,Boreal,Dry Mixedwood,Western Alberta Plains
06SWE01824,AB05FA0480,PIGEON LAKE - COMPOSITE (AB05FA0480),Lake,2006,16-Aug-06 11:30,53.000000,-114.016670,114.016670,,2.1,,26.3,,0.062,,0.07,,0.034,,0.034,L,0.002,,1.31,1.344,,,0.28,,46.24,96.70,603,9.1,6.2,187.00,17,>,100,1.93,Boreal,Dry Mixedwood,Western Alberta Plains
06SWE08931               ,AB05FA0480,PIGEON LAKE - COMPOSITE (AB05FA0480),Lake,2006,12-Sep-06 11:00,53.000000,-114.016670,114.016670,,5.1,,3.99,,0.061,,0.168,,0.05,,0.046,,0.004,,0.93,0.98,,,2.62,17.69,46.24,96.70,603,9.1,6.2,187.00,17,>,100,1.93,Boreal,Dry Mixedwood,Western Alberta Plains
08SWE01586               ,AB05FA0480,PIGEON LAKE - COMPOSITE (AB05FA0480),Lake,2008,21-Jul-08 10:30,53.000000,-114.016670,114.016670,,3.25,,15,,0.029,,,L,0.006,L,0.006,L,0.002,,0.79,0.796,,,0.07,20.35,46.24,96.70,603,9.1,6.2,187.00,17,>,100,1.93,Boreal,Dry Mixedwood,Western Alberta Plains
08SWE02321               ,AB05FA0480,PIGEON LAKE - COMPOSITE (AB05FA0480),Lake,2008,27-Aug-08 10:30,53.000000,-114.016670,114.016670,,4.6,,6.43,,0.025,,,,0.033,,0.033,L,0.002,,0.53,0.563,,,1.15,18.04,46.24,96.70,603,9.1,6.2,187.00,17,>,100,1.93,Boreal,Dry Mixedwood,Western Alberta Plains
08SWE02624               ,AB05FA0480,PIGEON LAKE - COMPOSITE (AB05FA0480),Lake,2008,17-Sep-08 14:30,53.000000,-114.016670,114.016670,,5.4,,6.29,,0.025,,,L,0.006,L,0.006,L,0.002,,0.69,0.696,,,0.07,15.65,46.24,96.70,603,9.1,6.2,187.00,17,>,100,1.93,Boreal,Dry Mixedwood,Western Alberta Plains
05SWE08213               ,AB05CE0920,PINE LAKE - COMPOSITE (AB05CE0920),Lake,2005,24-Jun-05 11:00,52.103330,-113.454170,113.454170,,2,,12.8,,0.065,,0.047,L,0.005,,,,0.003,,1.66,1.665,,,0.56,17.95,20.02,3.89,20.6,12.2,5.3,150.00,2.77,,9,38.56,Parkland,Central Parkland,Western Alberta Plains
05SWE08487               ,AB05CE0920,PINE LAKE - COMPOSITE (AB05CE0920),Lake,2005,15-Jul-05 10:20,52.103330,-113.454170,113.454170,,1,,35.1,,0.07,,0.016,L,0.005,,,L,0.001,,1.95,1.955,,,0.62,21.09,20.02,3.89,20.6,12.2,5.3,150.00,2.77,,9,38.56,Parkland,Central Parkland,Western Alberta Plains
05SWE08808               ,AB05CE0920,PINE LAKE - COMPOSITE (AB05CE0920),Lake,2005,05-Aug-05 11:30,52.103330,-113.454170,113.454170,,2.2,,27.3,,0.064,,0.035,L,0.005,,,L,0.001,,1.66,1.665,,,1.20,20.68,20.02,3.89,20.6,12.2,5.3,150.00,2.77,,9,38.56,Parkland,Central Parkland,Western Alberta Plains
05SWE09064               ,AB05CE0920,PINE LAKE - COMPOSITE (AB05CE0920),Lake,2005,26-Aug-05 09:45,52.103330,-113.454170,113.454170,,3.5,,14.6,,0.096,,0.38,,0.023,,,,0.004,,1.93,1.953,,,0.56,15.24,20.02,3.89,20.6,12.2,5.3,150.00,2.77,,9,38.56,Parkland,Central Parkland,Western Alberta Plains
05SWE09258               ,AB05CE0920,PINE LAKE - COMPOSITE (AB05CE0920),Lake,2005,16-Sep-05 09:15,52.103330,-113.454170,113.454170,,2.5,,22.3,,0.082,,0.33,,0.025,,,,0.01,,1.75,1.775,,,1.44,13.11,20.02,3.89,20.6,12.2,5.3,150.00,2.77,,9,38.56,Parkland,Central Parkland,Western Alberta Plains
